MAL_ID,Name,Score,Genres,English name,Japanese name,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",Tenjho Tenge,天上天下,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911.0,934,158482,647,7266
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,東京アンダーグラウンド,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230.0,3254,25243,41,1335
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437.0,759,195978,2284,9373
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",Ultramaniac - Magical Girl,ウルトラマニアック,26,"May 20, 2003 to Nov 11, 2003",Spring 2003,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,24 min. per ep.,G - All Ages,2871.0,3103,27718,141,1221
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,ヴァンドレッド,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723.0,1771,73554,436,2047
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,ラブひな,24,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,"Production I.G, TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3037.0,645,225891,1584,7492
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,まぶらほ,24,"Oct 14, 2003 to Apr 6, 2004",Fall 2003,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,24 min. per ep.,R+ - Mild Nudity,4444.0,1583,85634,259,3675
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",Please Teacher!,おねがい☆ティーチャー,12,"Jan 10, 2002 to Mar 28, 2002",Winter 2002,"Bandai Visual, Genco","Nozomi Entertainment, Bandai Entertainment",Daume,Original,23 min. per ep.,PG-13 - Teens 13 or older,2877.0,1008,147889,926,3832
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",Please Twins,おねがい☆ツインズ,12,"Jul 15, 2003 to Oct 14, 2003",Summer 2003,"Bandai Visual, Genco, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,25 min. per ep.,PG-13 - Teens 13 or older,4123.0,1699,77733,192,1717
198,Speed Grapher,7.35,"Action, Mystery, Super Power",Speed Grapher,スピードグラファー,24,"Apr 8, 2005 to Sep 30, 2005",Spring 2005,"TV Asahi, WAO World, TAP",Funimation,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2105.0,1458,95801,602,4968
200,Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",Cheeky Angel,天使な小生意気,50,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,Unknown,Unknown,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1653.0,3426,22832,133,1595
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",Wolf's Rain,ウルフズレイン,26,"Jan 7, 2003 to Jul 29, 2003",Winter 2003,"Bandai Visual, Asatsu DK, Fuji TV","Funimation, Bandai Entertainment",Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,803.0,528,271685,5716,12930
204,Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",Unknown,ゆめりあ,12,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,Unknown,"ADV Films, Sentai Filmworks",Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,7783.0,3283,24902,35,1108
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",Samurai Champloo,サムライチャンプルー,26,"May 20, 2004 to Mar 19, 2005",Spring 2004,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG","Funimation, Geneon Entertainment USA",Manglobe,Original,24 min. per ep.,R - 17+ (violence & profanity),105.0,86,892196,29414,59611
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",R.O.D -The TV-,アール・オー・ディー ザ・ティーヴィー,26,"Sep 1, 2003 to Mar 16, 2004",Fall 2003,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment","Aniplex of America, Geneon Entertainment USA",J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1410.0,1971,61604,423,2391
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",Elfen Lied,エルフェンリート,13,"Jul 25, 2004 to Oct 17, 2004",Summer 2004,"VAP, Genco",ADV Films,Arms,Manga,25 min. per ep.,R+ - Mild Nudity,1382.0,49,1187921,23830,36600
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",Hell Girl,地獄少女,26,"Oct 5, 2005 to Apr 5, 2006",Fall 2005,"Aniplex, SKY Perfect Well Think",Funimation,Studio Deen,Original,25 min. per ep.,R - 17+ (violence & profanity),1158.0,490,286869,3283,18697
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",Ninja Nonsense,ニニンがシノブ伝,12,"Jul 10, 2004 to Sep 25, 2004",Summer 2004,"Toshiba Entertainment, Happinet Pictures","Nozomi Entertainment, NYAV Post",ufotable,Manga,24 min. per ep.,R - 17+ (violence & profanity),3939.0,2957,30291,142,1164
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",Air Master,エアマスター,27,"Apr 2, 2003 to Oct 1, 2003",Spring 2003,"VAP, Nippon Television Network",Geneon Entertainment USA,Toei Animation,Manga,24 min. per ep.,R - 17+ (violence & profanity),3550.0,2829,32762,155,1618
233,Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",Unknown,だぁ! だぁ! だぁ!,78,"Mar 28, 2000 to Feb 26, 2002",Spring 2000,Unknown,Unknown,J.C.Staff,Manga,25 min. per ep.,G - All Ages,1152.0,3651,20155,262,1368
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",Eureka Seven,交響詩篇エウレカセブン,50,"Apr 17, 2005 to Apr 2, 2006",Spring 2005,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN","Funimation, Bandai Entertainment",Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,426.0,351,379048,9241,19890
239,Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",Gankutsuou:The Count of Monte Cristo,巌窟王,24,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing","Funimation, Geneon Entertainment USA",Gonzo,Novel,24 min. per ep.,R - 17+ (violence & profanity),342.0,767,193810,3521,9615
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",Genshiken,げんしけん,12,"Oct 10, 2004 to Dec 26, 2004",Fall 2004,"Genco, Lantis, Kids Station, Toshiba Entertainment",Media Blasters,Palm Studio,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1136.0,976,150618,1330,5448
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",Girls Bravo,GIRLSブラボー first season,11,"Jul 5, 2004 to Sep 27, 2004",Summer 2004,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack","Funimation, Geneon Entertainment USA",AIC Spirits,Manga,23 min. per ep.,R+ - Mild Nudity,6170.0,1194,123337,329,4987
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",The Gokusen,ごくせん,13,"Jan 6, 2004 to Mar 30, 2004",Winter 2004,"VAP, Studio Jack","Media Blasters, NYAV Post",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),1822.0,2742,34951,210,1147
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",Gravitation,グラビテーション,13,"Oct 4, 2000 to Jan 10, 2001",Fall 2000,Aniplex,Nozomi Entertainment,Studio Deen,Manga,22 min. per ep.,PG-13 - Teens 13 or older,3562.0,1391,100585,1322,2643
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",Rave Master,レイヴ,51,"Oct 13, 2001 to Sep 28, 2002",Fall 2001,"TBS, Kodansha",Tokyopop,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2474.0,1600,84354,381,5072
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",Haruka:Beyond the Stream of Time – A Tale of the Eight Guardians,遙かなる時空の中で〜八葉抄〜,26,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Unknown,Bandai Visual USA,Yumeta Company,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,3462.0,3581,20801,123,1424
248,Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",Strawberry 100%,いちご100%,12,"Apr 6, 2005 to Jun 22, 2005",Spring 2005,Shueisha,Unknown,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4993.0,1440,96555,262,3160
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",InuYasha,犬夜叉,167,"Oct 16, 2000 to Sep 13, 2004",Fall 2000,"Yomiuri Telecasting, Shogakukan",VIZ Media,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,740.0,187,588434,17186,58693
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",Zatch Bell!,金色のガッシュベル!!,150,"Apr 6, 2003 to Mar 26, 2006",Spring 2003,"Yomiko Advertising, Fuji TV","VIZ Media, Flatiron Film Company",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1434.0,1417,97615,1143,7577
251,Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",King From Now On!,今日からマ王！,78,"Apr 3, 2004 to Feb 25, 2006",Spring 2004,NHK,Discotek Media,Studio Deen,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1032.0,1513,91225,1475,8890
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",Unknown,マドラックス,26,"Apr 6, 2004 to Sep 28, 2004",Spring 2004,Victor Entertainment,ADV Films,Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,3366.0,2720,35303,149,1625
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",Haré+Guu,ジャングルはいつもハレのちグゥ,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,"Bandai Visual, Sotsu",Funimation,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,757.0,2987,29653,397,1349
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",Ikki Tousen,一騎当千,13,"Jul 30, 2003 to Oct 22, 2003",Summer 2003,"Genco, Cosmic Ray, Eye Move, Bushiroad","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,24 min. per ep.,R+ - Mild Nudity,6153.0,1118,131435,439,5981
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",Unknown,HAPPY☆LESSON,13,"Apr 1, 2002 to Jun 30, 2002",Spring 2002,KSS,ADV Films,Studio Hibari,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5048.0,3355,23699,30,1018
263,Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",Fighting Spirit,はじめの一歩 THE FIGHTING!,75,"Oct 4, 2000 to Mar 27, 2002",Fall 2000,VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,32.0,345,383603,15543,30922
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",Gungrave,ガングレイヴ,26,"Oct 7, 2003 to Mar 30, 2004",Fall 2003,Tohokushinsha Film Corporation,"Funimation, Geneon Entertainment USA",Madhouse,Game,25 min. per ep.,R - 17+ (violence & profanity),714.0,963,154185,2294,6307
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Bleach,BLEACH - ブリーチ -,366,"Oct 5, 2004 to Mar 27, 2012",Fall 2004,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",VIZ Media,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,818.0,33,1286382,54386,207985
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",Hellsing,Hellsing [ヘルシング],13,"Oct 11, 2001 to Jan 17, 2002",Fall 2001,"Fuji TV, Pioneer LDC","Funimation, Geneon Entertainment USA",Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),1586.0,205,549632,5798,21198
272,Noir,7.31,"Action, Mystery, Drama",Noir,ノワール,26,"Apr 6, 2001 to Sep 28, 2001",Spring 2001,Victor Entertainment,"ADV Films, Funimation",Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,2278.0,1475,94112,823,4002
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",Kiddy Grade,キディ・グレイド,24,"Oct 9, 2002 to Mar 19, 2003",Fall 2002,gimik,Funimation,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2683.0,2531,40312,279,1525
276,Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",Mahoromatic:Automatic Maiden,まほろまてぃっく,12,"Oct 5, 2001 to Dec 28, 2001",Fall 2001,"TBS, Pioneer LDC","Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,24 min. per ep.,R+ - Mild Nudity,2860.0,2174,53422,198,2031
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",Requiem from the Darkness,京極夏彦　巷説百物語,13,"Oct 4, 2003 to Dec 27, 2003",Fall 2003,"Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation","Discotek Media, Geneon Entertainment USA",TMS Entertainment,Novel,24 min. per ep.,R - 17+ (violence & profanity),2999.0,2944,30547,114,1576
285,Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",Unknown,アルジェント ソーマ,25,"Oct 6, 2000 to Mar 22, 2001",Fall 2000,Unknown,"Bandai Entertainment, Sentai Filmworks",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,4422.0,3511,21754,71,1002
287,Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",Unknown,グラップラー刃牙,24,"Jan 9, 2001 to Jun 26, 2001",Winter 2001,Free-Will,Funimation,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1779.0,1744,74715,508,4003
288,Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",Beyblade,爆転シュート　ベイブレード,51,"Jan 8, 2001 to Dec 24, 2001",Winter 2001,"d-rights, Heewon Entertainment","Nelvana, Discotek Media",Madhouse,Manga,23 min. per ep.,PG - Children,4754.0,1565,87412,358,1794
296,Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",Dragon Drive,ドラゴンドライブ,38,"Jul 4, 2002 to Mar 27, 2003",Summer 2002,"Bandai Visual, Nihon Ad Systems, TV Tokyo Music",Bandai Entertainment,Madhouse,Manga,25 min. per ep.,PG - Children,4761.0,3651,20176,52,1272
297,Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",Grenadier:The Beautiful Warrior,グレネーダー 〜ほほえみの閃士〜,12,"Oct 14, 2004 to Jan 13, 2005",Fall 2004,"Shochiku, Kadokawa Shoten, Toshiba Entertainment",Media Blasters,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,4815.0,2269,49526,69,1793
298,.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",.hack//Legend Of The Twilight,.hack//黄昏の腕輪伝説,12,"Jan 9, 2003 to Mar 27, 2003",Winter 2003,"Bandai Visual, Yomiko Advertising","Funimation, Bandai Entertainment",Bee Train,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5343.0,1987,60523,166,1290
306,Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",Magical☆Shopping Arcade Abenobashi,アベノ橋魔法☆商店街,13,"Apr 4, 2002 to Jun 27, 2002",Spring 2002,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records",ADV Films,"Gainax, Madhouse",Original,24 min. per ep.,R+ - Mild Nudity,2514.0,1782,72414,326,2950
322,Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",Paradise Kiss,Paradise kiss,12,"Oct 14, 2005 to Dec 30, 2005",Fall 2005,"Aniplex, Fuji TV",Geneon Entertainment USA,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),769.0,983,150951,2842,5461
323,Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",Paranoia Agent,妄想代理人,13,"Feb 3, 2004 to May 18, 2004",Winter 2004,"WOWOW, Asmik Ace, Tohokushinsha Film Corporation","Funimation, Geneon Entertainment USA",Madhouse,Original,24 min. per ep.,R+ - Mild Nudity,1085.0,489,288459,4214,14579
325,Peach Girl,7,"Slice of Life, Drama, Romance, School, Shoujo",Peach Girl:Super Pop Love Hurricane,ピーチガール,25,"Jan 8, 2005 to Jun 25, 2005",Winter 2005,"TV Tokyo, Marvelous, Studio Jack",Funimation,Studio Comet,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3650.0,1683,79223,815,2808
329,Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",Planetes,プラネテス,26,"Oct 4, 2003 to Apr 17, 2004",Fall 2003,"Bandai Visual, NHK",Bandai Entertainment,Sunrise,Manga,25 min. per ep.,PG-13 - Teens 13 or older,219.0,762,195630,3540,11078
330,Midori no Hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",Midori Days,美鳥の日々,13,"Apr 4, 2004 to Jun 27, 2004",Spring 2004,"Bandai Visual, Lantis","Media Blasters, NYAV Post",Studio Pierrot,Manga,24 min. per ep.,R+ - Mild Nudity,2430.0,1081,136704,603,3958
335,Matantei Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",Mythical Detective Loki Ragnarok,魔探偵ロキ RAGNAROK,26,"Apr 5, 2003 to Sep 27, 2003",Spring 2003,"TV Tokyo, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2400.0,2779,33954,208,1538
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,"Action, Historical, Martial Arts, Samurai, Shounen",Time of Shura,陸奥圓明流外伝 修羅の刻,26,"Apr 6, 2004 to Sep 28, 2004",Spring 2004,"TV Tokyo, Sotsu, Marvelous, Media Factory",Media Blasters,Studio Comet,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1324.0,3579,20829,131,1120
341,Spiral: Suiri no Kizuna,7.25,"Drama, Mystery, Shounen",Spiral:Bond of Reasoning,スパイラル -推理の絆-,25,"Oct 1, 2002 to Mar 25, 2003",Fall 2002,"TV Tokyo, Aniplex, Sotsu, SME Visual Works",Funimation,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2555.0,2340,46893,324,1941
343,Tsukuyomi: Moon Phase,7,"Comedy, Romance, Vampire, Fantasy, Seinen",Tsukuyomi:Moon Phase,月詠 −MOON PHASE−,25,"Oct 5, 2004 to Mar 29, 2005",Fall 2004,Unknown,Funimation,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3657.0,1896,65203,300,3823
345,Eikoku Koi Monogatari Emma,7.67,"Slice of Life, Historical, Drama, Romance, Seinen",Emma:A Victorian Romance,英國戀物語エマ,12,"Apr 3, 2005 to Jun 19, 2005",Spring 2005,"Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Nozomi Entertainment,Studio Pierrot,Manga,25 min. per ep.,G - All Ages,1097.0,2434,43246,270,1878
355,Shakugan no Shana,7.51,"Action, Drama, Fantasy, Romance, School, Supernatural",Shakugan no Shana:Season I,灼眼のシャナ,24,"Oct 6, 2005 to Mar 23, 2006",Fall 2005,"Geneon Universal Entertainment, ASCII Media Works, Toshiba Entertainment, Cosmic Ray, Showgate","Funimation, Geneon Entertainment USA",J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1542.0,279,462389,5502,20116
356,Fate/stay night,7.34,"Action, Supernatural, Magic, Romance, Fantasy",Fate/stay night,Fate/stay night,24,"Jan 7, 2006 to Jun 17, 2006",Winter 2006,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes","Sentai Filmworks, Geneon Entertainment USA",Studio Deen,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),2152.0,119,730980,7011,29998
369,Boogiepop wa Warawanai,7.17,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",Boogiepop Phantom,ブギーポップは笑わない Boogiepop Phantom,12,"Jan 5, 2000 to Mar 22, 2000",Winter 2000,"VAP, d-rights",Nozomi Entertainment,Madhouse,Light novel,24 min. per ep.,R+ - Mild Nudity,2899.0,1477,94052,770,4951
384,Gantz,7.05,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",Gantz,ガンツ,13,"Apr 13, 2004 to Jun 22, 2004",Spring 2004,Fuji TV,"ADV Films, Funimation",Gonzo,Manga,22 min. per ep.,R+ - Mild Nudity,3461.0,491,285300,2353,9722
385,Gilgamesh,6.65,"Drama, Fantasy, Sci-Fi, Supernatural",Gilgamesh,ギルガメッシュ,26,"Nov 2, 2003 to Mar 18, 2004",Fall 2003,Kansai Telecasting,ADV Films,"Group TAC, Japan Vistec",Manga,23 min. per ep.,R - 17+ (violence & profanity),5142.0,2776,33930,173,1543
387,Haibane Renmei,7.99,"Slice of Life, Mystery, Psychological, Drama, Fantasy",Haibane Renmei,灰羽連盟,13,"Oct 10, 2002 to Dec 19, 2002",Fall 2002,"Kadokawa Shoten, Fuji TV, Studio Tulip","Funimation, Geneon Entertainment USA",Radix,Other,24 min. per ep.,PG-13 - Teens 13 or older,548.0,700,210376,5890,8977
388,Capeta,7.83,"Cars, Shounen, Sports",Unknown,カペタ,52,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,"TV Tokyo, Sotsu, Marvelous, Delfi Sound",Unknown,Studio Comet,Manga,23 min. per ep.,PG - Children,765.0,3652,20204,240,1064
390,Suzuka,7.22,"Sports, Drama, Romance, Shounen",Suzuka,涼風,26,"Jul 7, 2005 to Dec 29, 2005",Summer 2005,"Marvelous, Starchild Records, Studio Jack",Funimation,Studio Comet,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2698.0,1397,99851,688,3918
